timestamps,,,,,,,,,Marker
15616.957,0.333,0.029,0.383,0.610,0.462,0.635,0.864,0.738,0
15616.962,0.788,0.249,0.721,0.968,0.318,0.473,0.773,0.350,0
15616.967,0.897,0.883,0.689,0.238,0.284,0.264,0.704,0.072,0
15616.971,0.337,0.088,0.509,0.469,0.918,0.096,0.339,0.774,0
15616.975,0.432,0.340,0.219,0.892,0.347,0.144,0.945,0.717,0
15616.980,0.211,0.512,0.239,0.175,0.004,0.728,0.652,0.492,0
15616.984,0.647,0.677,0.429,0.174,0.534,0.496,0.677,0.907,0
15616.989,0.426,0.196,0.716,0.823,0.549,0.444,0.909,0.670,0
15616.994,0.382,0.721,0.906,0.897,0.771,0.305,0.817,0.033,0
15616.999,0.753,0.560,0.326,0.459,0.681,0.181,0.154,0.807,0
15617.003,0.830,0.264,0.627,0.393,0.798,0.714,0.397,0.847,0
15617.009,0.372,0.450,0.456,0.487,0.532,0.467,0.829,0.621,0
15617.013,0.269,0.595,0.242,0.559,0.451,0.803,0.356,0.103,0
15617.018,0.973,0.228,0.951,0.422,0.583,0.193,0.970,0.127,0
15617.023,0.904,0.107,0.035,0.900,0.317,0.701,0.508,0.780,0
15617.028,0.705,0.061,0.978,0.649,0.379,0.140,0.281,0.298,0
15617.032,0.233,0.676,0.164,0.822,0.696,0.194,0.336,0.593,0
15617.036,0.966,0.564,0.441,0.323,0.765,0.718,0.998,0.708,0
15617.042,0.837,0.666,0.794,0.301,0.827,0.739,0.563,0.211,0
15617.045,0.428,0.954,0.709,0.020,0.519,0.030,0.265,0.565,0
15617.050,0.446,0.465,0.169,0.495,0.858,0.995,0.781,0.137,0
15617.055,0.638,0.428,0.676,0.258,0.442,0.459,0.374,0.943,0
15617.059,0.235,0.203,0.575,0.695,0.294,0.638,0.789,0.193,0
15617.063,0.000,0.243,0.045,0.116,0.613,0.502,0.368,0.867,0
15617.067,0.611,0.389,0.476,0.714,0.061,0.461,0.733,0.919,0
15617.072,0.363,0.461,0.985,0.428,0.116,0.884,0.579,0.041,0
15617.077,0.033,0.685,0.255,0.437,0.288,0.157,0.747,0.691,0
15617.082,0.247,0.588,0.470,0.772,0.929,0.732,0.833,0.238,0
15617.087,0.623,0.883,0.934,0.889,0.014,0.415,0.471,0.737,0
15617.092,0.809,0.909,0.621,0.534,0.921,0.041,0.719,0.762,0
15617.096,0.754,0.341,0.288,0.065,0.511,0.938,0.294,0.690,0
15617.100,0.221,0.200,0.220,0.432,0.941,0.118,0.928,0.274,0
15617.104,0.595,0.588,0.664,0.019,0.167,0.402,0.084,0.751,0
15617.109,0.848,0.420,0.030,0.543,0.787,0.986,0.431,0.343,0
15617.113,0.356,0.588,0.598,0.970,0.375,0.675,0.290,0.025,0
15617.118,0.794,0.875,0.891,0.600,0.936,0.146,0.434,0.743,0
15617.123,0.137,0.857,0.445,0.812,0.173,0.536,0.842,0.447,0
15617.127,0.503,0.017,0.770,0.550,0.275,0.085,0.701,0.908,0
15617.132,0.992,0.703,0.244,0.201,0.788,0.434,0.852,0.684,0
15617.136,0.522,0.205,0.656,0.421,0.248,0.758,0.168,0.223,0
