timestamps,,,,,,,,,Marker
379760.610,0.771,0.270,0.371,0.571,0.165,0.088,0.460,0.841,0
379760.615,0.903,0.696,0.957,0.698,0.041,0.084,0.272,0.281,0
379760.619,0.216,0.113,0.114,0.143,0.336,0.463,0.647,0.233,0
379760.624,0.096,0.547,0.198,0.623,0.329,0.989,0.952,0.122,0
379760.629,0.044,0.902,0.466,0.343,0.271,0.667,0.572,0.784,0
379760.634,0.469,0.889,0.529,0.268,0.960,0.919,0.048,0.022,0
379760.639,0.445,0.264,0.174,0.730,0.734,0.594,0.748,0.885,0
379760.644,0.245,0.752,0.891,0.766,0.898,0.109,0.524,0.593,0
379760.649,0.616,0.760,0.606,0.402,0.595,0.225,0.602,0.223,0
379760.654,0.079,0.219,0.565,0.402,0.518,0.292,0.781,0.405,0
379760.659,0.360,0.632,0.230,0.501,0.477,0.255,0.417,0.239,0
379760.663,0.116,0.608,0.030,0.451,0.414,0.215,0.600,0.106,0
379760.668,0.392,0.547,0.170,0.349,0.734,0.944,0.187,0.964,0
379760.673,0.632,0.948,0.709,0.603,0.175,0.136,0.255,0.184,0
379760.678,0.871,0.090,0.976,0.419,0.993,0.396,0.851,0.997,0
379760.683,0.973,0.041,0.187,0.127,0.338,0.929,0.011,0.464,0
379760.688,0.529,0.807,0.057,0.406,0.176,0.712,0.754,0.109,0
379760.693,0.888,0.828,0.876,0.771,0.056,0.035,0.347,0.386,0
379760.697,0.321,0.925,0.459,0.445,0.742,0.738,0.003,0.929,0
379760.702,0.968,0.225,0.066,0.938,0.063,0.394,0.045,0.791,0
379760.707,0.299,0.051,0.610,0.443,0.631,0.698,0.683,0.433,0
379760.712,0.596,0.841,0.929,0.084,0.229,0.802,0.389,0.664,0
379760.717,0.133,0.234,0.172,0.555,0.744,0.663,0.275,0.210,0
379760.721,0.235,0.327,0.224,0.879,0.461,0.420,0.195,0.879,0
379760.726,0.086,0.802,0.294,0.764,0.223,0.115,0.040,0.179,0
379760.730,0.550,0.644,0.164,0.564,0.177,0.131,0.767,0.992,0
379760.735,0.833,0.040,0.117,0.102,0.364,0.802,0.600,0.416,0
379760.739,0.939,0.219,0.719,0.955,0.366,0.301,0.895,0.346,0
379760.744,0.241,0.783,0.542,0.756,0.709,0.446,0.498,0.286,0
379760.749,0.906,0.406,0.372,0.609,0.258,0.710,0.132,0.715,0
379760.754,0.260,0.264,0.132,0.879,0.849,0.204,0.672,0.196,0
379760.758,0.378,0.032,0.946,0.971,0.270,0.914,0.389,0.027,0
379760.762,0.795,0.169,0.196,0.834,0.520,0.578,0.601,0.206,0
379760.767,0.378,0.006,0.279,0.412,0.326,0.587,0.797,0.191,0
379760.772,0.511,0.401,0.488,0.350,0.970,0.557,0.875,0.300,0
379760.776,0.452,0.555,0.339,0.277,0.702,0.858,0.285,0.959,0
379760.780,0.975,0.090,0.278,0.295,0.714,0.127,0.198,0.319,0
379760.785,0.421,0.306,0.619,0.842,0.427,0.173,0.558,0.550,0
379760.789,0.162,0.007,0.020,0.740,0.711,0.445,0.261,0.735,0
379760.794,0.187,0.696,0.522,0.940,0.670,0.588,0.388,0.142,0
379760.799,0.104,0.370,0.983,0.534,0.344,0.528,0.328,0.886,0
379760.803,0.605,0.696,0.496,0.672,0.756,0.887,0.170,0.942,0
379760.808,0.761,0.189,0.122,0.599,0.017,0.691,0.135,0.002,0
379760.813,0.942,0.903,0.304,0.013,0.845,0.866,0.583,0.278,0
379760.818,0.620,0.944,0.778,0.280,0.030,0.429,0.953,0.740,0
379760.822,0.361,0.630,0.372,0.672,0.778,0.129,0.210,0.980,0
379760.827,0.600,0.313,0.071,0.297,0.183,0.808,0.972,0.262,0
379760.832,0.063,0.786,0.943,0.851,0.572,0.740,0.229,0.922,0
