timestamps,,,,,,,,,Marker
182390.611,0.897,0.436,0.461,0.788,0.293,0.989,0.472,0.636,0
182390.616,0.166,0.478,0.106,0.543,0.839,0.788,0.130,0.463,0
182390.621,0.064,0.870,0.265,0.664,0.074,0.638,0.357,0.396,0
182390.626,0.072,0.013,0.455,0.700,0.368,0.289,0.158,0.865,0
182390.630,0.962,0.291,0.454,0.696,0.993,0.985,0.297,0.906,0
182390.634,0.425,0.213,0.123,0.206,0.032,0.305,0.362,0.672,0
182390.639,0.306,0.990,0.174,0.349,0.491,0.519,0.917,0.454,0
182390.643,0.913,0.785,0.600,0.678,0.412,0.227,0.691,0.450,0
182390.648,0.622,0.002,0.013,0.020,0.553,0.245,0.037,0.550,0
182390.652,0.735,0.665,0.485,0.241,0.171,0.280,0.910,0.035,0
182390.657,0.679,0.917,0.626,0.119,0.986,0.690,0.059,0.080,0
182390.662,0.592,0.751,0.162,0.938,0.912,0.625,0.173,0.412,0
182390.666,0.852,0.535,0.463,0.592,0.615,0.719,0.894,0.003,0
182390.671,0.893,0.539,0.405,0.452,0.473,0.160,0.751,0.589,0
182390.676,0.404,0.708,0.105,0.591,0.133,0.922,0.085,0.975,0
182390.681,0.910,0.314,0.460,0.573,0.459,0.724,0.517,0.116,0
182390.686,0.822,0.150,0.778,0.427,0.985,0.232,0.603,0.719,0
182390.691,0.837,0.458,0.436,0.718,0.503,0.123,0.415,0.344,0
182390.697,0.704,0.554,0.033,0.008,0.380,0.665,0.428,0.972,0
182390.702,0.607,0.741,0.018,0.437,0.046,0.631,0.671,0.924,0
182390.707,0.474,0.968,0.540,0.186,0.251,0.617,0.616,0.590,0
182390.711,0.405,0.261,0.486,0.428,0.244,0.143,0.585,0.474,0
182390.717,0.717,0.423,0.769,0.846,0.310,0.136,0.468,0.912,0
182390.721,0.584,0.160,0.856,0.178,0.975,0.335,0.387,0.531,0
182390.726,0.411,0.687,0.028,0.424,0.148,0.170,0.109,0.797,0
182390.730,0.300,0.597,0.719,0.492,0.877,0.828,0.566,0.455,0
182390.735,0.524,0.561,0.402,0.436,0.044,0.158,0.182,0.871,0
182390.740,0.546,0.812,0.768,0.056,0.361,0.158,0.724,0.120,0
182390.745,0.146,0.399,0.890,0.105,0.773,0.454,0.247,0.546,0
182390.750,0.923,0.500,0.366,0.729,0.215,0.833,0.458,0.113,0
182390.755,0.066,0.632,0.472,0.184,0.238,0.139,0.066,0.852,0
182390.760,0.129,0.267,0.149,0.050,0.771,0.665,0.466,0.772,0
182390.765,0.002,0.329,0.732,0.693,0.344,0.471,0.851,0.628,0
182390.770,0.723,0.663,0.966,0.152,0.943,0.338,0.175,0.527,0
182390.775,0.456,0.104,0.060,0.969,0.439,0.608,0.280,0.999,0
182390.780,0.172,0.756,0.652,0.377,0.919,0.155,0.984,0.529,0
182390.785,0.929,0.866,0.140,0.013,0.813,0.780,0.854,0.391,0
182390.789,0.017,0.359,0.686,0.890,0.604,0.475,0.437,0.718,0
182390.794,0.586,0.778,0.725,0.375,0.734,0.288,0.498,0.913,0
182390.799,0.496,0.583,0.541,0.295,0.582,0.166,0.197,0.255,0
182390.804,0.950,0.316,0.848,0.156,0.175,0.753,0.290,0.607,0
182390.809,0.187,0.172,0.293,0.008,0.984,0.889,0.808,0.834,0
182390.813,0.061,0.933,0.907,0.899,0.435,0.359,0.697,0.243,0
182390.818,0.240,0.654,0.891,0.347,0.277,0.034,0.248,0.856,0
182390.823,0.580,0.903,0.523,0.823,0.886,0.744,0.531,0.404,0
182390.828,0.019,0.390,0.699,0.714,0.544,0.599,0.889,0.243,0
182390.833,0.382,0.310,0.099,0.599,0.519,0.453,0.788,0.107,0
182390.838,0.766,0.506,0.323,0.141,0.591,0.909,0.893,0.630,0
182390.843,0.389,0.557,0.891,0.263,0.709,0.519,0.336,0.763,0
182390.848,0.804,0.133,0.940,0.285,0.104,0.511,0.784,0.562,0
182390.853,0.979,0.312,0.597,0.067,0.168,0.970,0.550,0.236,0
182390.858,0.275,0.886,0.450,0.826,0.709,0.038,0.232,0.254,0
182390.863,0.372,0.799,0.256,0.131,0.373,0.029,0.629,0.027,0
182390.868,0.129,0.218,0.456,0.893,0.146,0.606,0.821,0.281,0
